IdEmpresa,Empresa,CodEmpresa,Cuenta,Medidor_ARCONEL,INER_IDE_GEOG,IdProvincia,Provincia,IdCanton,Canton,IdParroquia,Parroquia,NombreAbonado,TIPO,UbicacionAbonado,NUMMEDIDOR_ARCONEL_GEO,COORD_X,COORD_Y,No_de_edificio,INERGY,link
54,CNEL-El Oro,ORO,201252,311922388,311922388,7,EL ORO,1,MACHALA,2,MACHALA,COMAN.PROV.DE POL.EL ORO,SEG,9 DE MAYO   0 y AV.MANUEL SERRANO.,311922388,615250.0748,9639282.378,1,ORO-SEG-1-31192,https://www.google.com/maps/@-3.2632134-79.96280473a61.5y311.13h90.76t/data=!3m6!1e1!3m4!1sRVFczQT4ZJu2F4_j1mdP2g!2e0!7i13312!8i6656
72,CNEL-Esmeraldas,ESM,0,15842889-ELS-AB,15842889,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,AZUAY  SL1 ZAMORA 1 M90 LAS AMERICAS,15842889,649632.4894,10105514.27,1,ESM-EDU-1-15842,
26,CNEL-Guayaquil,GYE,576244-8,1141727-ELS-TA,1141727,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,EDF,MZ# 9 SOL# 1   . 1  BELLAVISTA,1141727,621153.3611,9758752.023,1,GYE-EDF-1-11417,https://www.google.com/maps/@-2.1824263-79.91026853a56.2y310.67h91.78t/data=!3m6!1e1!3m4!1sVZ00S3Vu7e6dsgMhVShi8g!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,426337-5,35724689-GEN-TB,35724689,0,GUAYAS,0,DAULE,0,DAULE,GAD  MUN. CANTON DAULE ADMINISTRACION,EDF,PADRE AGUIRRE 703 Y  SUCRE (ADMINISTRACION) 1  ,35724689,671952.3574,9886108.117,1,GLR-EDF-1-35724,https://www.google.com/maps/@-1.8647408-79.98161090a86.4y296.81h98.57t/data=!3m4!1e1!3m2!1si4DKZnzOzToWamCPKPljKQ!2e0?source=apiv3
130,CNEL-LosRios,RIO,91665,20969532,20969532,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,GADM DE BABAHOYO,EDF,MANUEL JORGE CASTILLO   0 y BLOQUES LOCALES,20969532,664233.893,9801006.668,1,RIO-EDF-1-20969,
189,CNEL-Sta. Elena,ELE,,9S20189-ELS-AT,9S20189,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,DESC,FRANCISCO PIZARRO   TERMINAL TERRESTRE 1  VIA STE - BALLENITA,9S20189,514806,9755099,1,ELE-DESC-1-9S201,
191,CNEL-Sto. Domingo,DOM,19578,9906424,9906424,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ALLURIQUIN,DIRECCION DISTRITAL 23D01  PARROQUI,DESC,CALLE 1   0 y CAÑAR,9906424,722775.45,9964179.29,1,DOM-DESC-1-99064,
81,E.E. Galapagos,GPS,0,12010043,12010043,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,AGENCIA DE REGULACION  Y CONTROL DE,DESC,AV BALTRA 1-  0 y TERMINAL TERRESTRE,12010043,541956.3581,9917243.821,1,GPS-DESC-1-12010,
54,CNEL-El Oro,ORO,2029650,311920645,311920645,7,EL ORO,1,MACHALA,50,MACHALA,COMAND.DE APOYO LOGIST.N1EL ORO DOR,DESC,AV.ARIZAGA   0 y AV.SIMON BOLIVAR P,311920645,614822.135,9639802.179,2,ORO-DESC-2-31192,
72,CNEL-Esmeraldas,ESM,0,8325835-ELS-AT,8325835,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,MATERNIDAD VIRGEN DE LA BUENA ESPERANZA,HOS,PROPICIA 2 X RECINTO    FERIAL  AL LAD 1  ,8325835,649073.4492,10102266.36,2,ESM-HOS-2-83258,https://www.google.com/maps/@0.9875577-79.65251343a41y138.93h78.88t/data=!3m6!1e1!3m4!1sDBaq3lFMrSsppzExeiwFhQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,575381-3,1208275-ITR-OC,1208275,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,AV.25 DE JULIO   200MTS.FAC.AGRONOMIA 1  .,1208275,622824.219,9752431.863,2,GYE-TEL-2-12082,https://www.google.com/maps/@-2.239014-79.89601223a75.6y142.39h102.55t/data=!3m6!1e1!3m4!1sbhKkSQfQ4X_Y-Gf1NTe64w!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,1709193-K,16951073-ELS-AT,16951073,0,GUAYAS,0,DAULE,0,DAULE,COORDINACION ZONAL 8 DE REGISTRO CIVIL,EDF,FRANCISCO DE PAULA Y   SANTANDER 1  MARIANITA #3,16951073,670611.5646,9888170.237,2,GLR-EDF-2-16951,https://www.google.com/maps/@-1.8605638-79.97364990a98.9y101.64h90.83t/data=!3m4!1e1!3m2!1sNrxHTPDLlGaF6CFPzcznuA!2e0?source=apiv3
130,CNEL-LosRios,RIO,68024,50347617,50347617,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,EMSABA EP,DESC,BY  PASS   0 y *-Sin Calle Secundaria-*,50347617,663990.9614,9800365.118,2,RIO-DESC-2-50347,https://www.google.com/maps/@-1.8056685-79.52546463a60y359.01h86.59t/data=!3m6!1e1!3m4!1sqrVZtVB-XAMLq-NDZyvT-w!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,68PA1275-ELS-AT,68PA1275,0,SANTA ELENA,0,SANTA ELENA,0,,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA,DESC,FRENTE AL ESTADIO   ALBERTO SPENCER 1  ALBERTO SPENCER,68PA1275,501412.3659,9757364.512,2,ELE-DESC-2-68PA1,Salinas
191,CNEL-Sto. Domingo,DOM,198976,11041420,11041420,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,SANTA MARIA DEL TOACHI,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,CALLE 04   0 y CALLE A,11041420,697016.13,9929372.17,2,DOM-DESC-2-11041,
81,E.E. Galapagos,GPS,0,12011096,12011096,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,AGENCIA DE REGULACION Y CONTROL DE,DESC,CUCUVE 11-  0 y ISLA FLOREANA,12011096,540852.6966,9916864.986,2,GPS-DESC-2-12011,
54,CNEL-El Oro,ORO,2028740,28565658,28565658,7,EL ORO,1,MACHALA,50,MACHALA,COMAND.DE APOYO LOGIST.N1EL ORO EDF,DESC,AV.ARIZAGA   0 y RODOLFO VINTIMILLA F,28565658,614554.1243,9639933.502,3,ORO-DESC-3-28565,
72,CNEL-Esmeraldas,ESM,0,8325859-ELS-AT,8325859,8,ESMERALDAS,1,ESMERALDAS,3,ESMERALDAS,HOSPITAL DELFINA TORRES DE CONCHA,HOS,AV. LIBERTAD  SL2 MANABI 1 M6 RUTA MASIVA 127,8325859,649725.9938,10107953.32,3,ESM-HOS-3-83258,https://www.google.com/maps/@0.9321477-79.66164793a75y249.89h83.86t/data=!3m6!1e1!3m4!1sm4YiQ3ckIjYdBm_d8qGRvA!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,576362-2,1138513-ITR-TC,1138513,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,VIA A DAULE  KM.8 . 1  LA FLORIDA,1138513,618341.6568,9764747.226,3,GYE-TEL-3-11385,https://www.google.com/maps/@-2.1280688-79.93589263a90y76.08h113.6t/data=!3m6!1e1!3m4!1sCRzA-9mbSSpn9SF3RQBqKg!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,1721686-4,313765359-ITR-AB,313765359,0,GUAYAS,0,DAULE,0,DAULE,CNEL EP - OFICINA DAULE,EDF,9 DE OCTUBRE   Y HOMERO ESPINOZA 1  DAULE,313765359,670735.0466,9886812.726,3,GLR-EDF-3-31376,https://www.google.com/maps/@-1.8710006-79.98031543a89.9y61.35h107.17t/data=!3m6!1e1!3m4!1sH_7AWvVlcBu4dPXlxVnU5w!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,11904,11825306,11825306,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,DIRECCION DISTRITAL 12D01 BABAHOYO,DESC,1RO DE MAYO   0 y CAMPI MAQUILON HUMBERTO,11825306,662298.7084,9800864.819,3,RIO-DESC-3-11825,
189,CNEL-Sta. Elena,ELE,,3S25344-ELS-AB,3S25344,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,DESC,CERRO EL TABLAZO   DIAGONAL A CAPILLA 1  SANTA ELENA,3S25344,516219,9754783,3,ELE-DESC-3-3S253,
191,CNEL-Sto. Domingo,DOM,181235,1001234921,1001234921,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,EL ESFUERZO,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,CALLE K   0 y CALLE C,1001234921,691852.2408,9954096.812,3,DOM-DESC-3-10012,
81,E.E. Galapagos,GPS,0,12011047,12011047,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,BANECUADOR BP,DESC,AV BALTRA   0 y CALLE ESPANOLA,12011047,541484.3964,9916876.712,3,GPS-DESC-3-12011,
54,CNEL-El Oro,ORO,1873873,80602056,80602056,7,EL ORO,1,MACHALA,1,LA PROVIDENCIA,COMANDO PROV.DE POLICIA EL ORO N3,SEG,BARRIO MACHALA LIBRE   0 y 8VA.ESTE,80602056,617877.1986,9641261.078,4,ORO-SEG-4-80602,
72,CNEL-Esmeraldas,ESM,0,50319482-STA-AB,50319482,8,ESMERALDAS,1,ESMERALDAS,68,VUELTA LARGA,DIRECCION DISTRITAL 08D01 ESMERALDAS-EDUCACION,EDU,FRANCISCO DE ORELLAN   Y JUAN MONTALVO 1  UE.LEON FEBRES CORDE,50319482,644654.8569,10099128.13,4,ESM-EDU-4-50319,https://www.google.com/maps/@0.9322074-79.66494623a57.5y69.41h90.4t/data=!3m6!1e1!3m4!1sq0KFHJPSPik3pA_79gTyTg!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,576295-2,1138690-ITR-OC,1138690,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,MZ# 901 SOL# 19   . 1  KENNEDY NORTE,1138690,622398.7991,9761483.955,4,GYE-TEL-4-11386,https://www.google.com/maps/@-2.1576549-79.89899543a45.8y293.31h103.73t/data=!3m6!1e1!3m4!1sQn3Ynkr8OIz-K7_uYbV0Sg!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,439318-K,35946859-GEN-AM,35946859,0,GUAYAS,0,PEDRO CARBO,0,PEDRO CARBO,GAD MUNICIPAL DEL CANTON PEDRO CARBO,EDF,ADMINISTRACION   . 1  ,35946859,670611.5646,9888170.237,4,GLR-EDF-4-35946,https://www.google.com/maps/@-1.821975-80.22958523a42.1y273.27h93.78t/data=!3m6!1e1!3m4!1sMH9y7lGbBIerOuIztTGKSg!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,8848,13893005,13893005,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,COORDINACION ZONAL 5 MIES LOS RIOS,MIES,GENERAL BARONA MEJIA Y OLMEDO   0 y *-Sin Calle Se,13893005,662780,9800989,4,RIO-MIES-4-13893,https://www.google.com/maps/@-1.7999349-79.53668713a58.8y303.45h83.66t/data=!3m6!1e1!3m4!1sXg5YVxe0vATAoV3CZDOqrQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,2S206447-ELS-AB,2S206447,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,DESC,MERCADO CENTRAL   ESQ 1  ,2S206447,515980.9445,9754050.316,4,ELE-DESC-4-2S206,
191,CNEL-Sto. Domingo,DOM,50889,1506726375,1506726375,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,RIO TOACHI,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,CALLE F M1110   1 y CALLE 05,1506726375,708979.69,9971907.98,4,DOM-DESC-4-15067,
81,E.E. Galapagos,GPS,0,12010045,12010045,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CONSEJO DE GOBIERNO DEL REGIMEN ESP,DESC,OFICINAS CONCEJO DE GOBIERNO 00-  0 y VIA CONCEJO,12010045,542008.8008,9916819.182,4,GPS-DESC-4-12010,
54,CNEL-El Oro,ORO,1647640,311920677,311920677,7,EL ORO,1,MACHALA,2,MACHALA,CORP.NAC.TELECOMUNICACIONES-CNT EP,TEL,AV.25 DE JUNIO   0 y VELA,311920677,615371.1801,9639998.028,5,ORO-TEL-5-31192,
72,CNEL-Esmeraldas,ESM,0,15842897-ELS-AB,15842897,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,COMANDO PROVINCIAL DE POLICIA ESMERALDAS N 14,SEG,POLICIA  S/N PROPICIA 1 S/N POLICIA,15842897,648834.7635,10103107.99,5,ESM-SEG-5-15842,https://www.google.com/maps/@0.9325498-79.66158153a75y262.25h84.27t/data=!3m6!1e1!3m4!1sBTHtgS5n4TAx4Rr8oG-GxQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,575385-6,1137741-ITR-OC,1137741,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,PORTETE  5124 25VA.-26VA.CALLES 1  .,1137741,619793.2759,9756814.358,5,GYE-TEL-5-11377,https://www.google.com/maps/@-2.199962-79.92289913a90y19.67h102.22t/data=!3m6!1e1!3m4!1slj52Y6Cdpsj-nw5l08lfVA!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,220753-2,04384317-ABB-AM,4384317,0,GUAYAS,0,SAMBORONDÓN,0,SAMBORONDON,GAD MUN. CANTON SAMBORONDON PALACIO MUNICIPAL,EDF,MALECON S/N Y CALIXT  O ROME RO 1  ,4384317,670201.0691,9891295.221,5,GLR-EDF-5-04384,https://www.google.com/maps/@-1.9612835-79.72341123a71.7y52.05h107.76t/data=!3m6!1e1!3m4!1spmcknwLD36pbkfXWQyUbPA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,42816,35947206,35947206,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,DIRECCION DISTRITAL 12D01 BABAHOYO,SAL,CINCO DE JUNIO Y BOLIVAR   0 y CINCO DE JUNIO,35947206,663327.1424,9801073.231,5,RIO-SAL-5-35947,https://www.google.com/maps/@-1.7992846-79.53159943a82.3y354.03h95.79t/data=!3m6!1e1!3m4!1sY23RbanElUpIxqmbwE4khQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,3S25370-GEN-OO,3S25370,0,SANTA ELENA,0,SANTA ELENA,0,,EMP. PUBL. EXPLOR. Y EXPLOT. DE HIDROC. PETROAMAZO,DESC,CERRO ALTO/GCIA.EXPL   ORACION Y PRODUCCION 1  ,3S25370,525339.7393,9760651.727,5,ELE-DESC-5-3S253,
191,CNEL-Sto. Domingo,DOM,35548,3943088,3943088,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,LUZ DE AMERICA,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,CALLE 07   0 y CALLE F,3943088,674437,9945094,5,DOM-DESC-5-39430,
81,E.E. Galapagos,GPS,0,185921011,185921011,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CONSEJO DE GOBIERNO DEL REGIMEN ESP,DESC,OFICINAS CONCEJO DE GOBIERNO 00-  0 y VIA CONCEJO,185921011,541960.4117,9916802.161,5,GPS-DESC-5-18592,
54,CNEL-El Oro,ORO,407920,311920549,311920549,7,EL ORO,1,MACHALA,2,MACHALA,CRUZ ROJA PROVINCIAL DE EL ORO,SAL,COLON ESQ.-  0 y AV.OLMEDO,311920549,616095.5864,9639565.528,6,ORO-SAL-6-31192,
72,CNEL-Esmeraldas,ESM,0,105301-SEN-AB,105301,8,ESMERALDAS,1,ESMERALDAS,54,CHINCA,DIRECCION DISTRITAL 08D01 - ESMERALDAS - SALUD,SAL,CALLE L  SL9 CALLE 9 1 M157 CHAFLU,105301,0,0,6,ESM-SAL-6-10530,https://www.google.com/maps/@0.933324-79.66438653a60y170.1h88.72t/data=!3m6!1e1!3m4!1s6b4146Y2WcGe4nmLcq3vgw!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,576232-4,20533887-ELS-TA,20533887,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,MZ# 35   . 1  ORQUIDEAS,20533887,620387.2433,9768809.851,6,GYE-TEL-6-20533,https://www.google.com/maps/@-2.0913409-79.91720083a74.1y274.89h96.45t/data=!3m6!1e1!3m4!1sWmLj08qaMJZEhLTCtqWboA!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,1630119-1,16951083-ELS-AT,16951083,0,GUAYAS,0,DURÁN,0,ELOY ALFARO (DURAN),IESS HOSPITAL DE DURAN,HOS,CENTRO DURAN   G. AP   ARICIO G. DAVIS 1  ,16951083,627581.084,9759617.967,6,GLR-HOS-6-16951,https://www.google.com/maps/@-2.1740449-79.8530043a75y107.57h87.32t/data=!3m6!1e1!3m4!1scKlpp31uyt6VerJV_NopnA!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1374479,58706726,58706726,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,HOSPITAL GENERAL BABAHOYO,HOS,JUAN AGNOLETO   0 y BY  PASS,58706726,664489.9699,9800506.261,6,RIO-HOS-6-58706,https://www.google.com/maps/@-1.8046108-79.52208823a82.4y91.78h98.96t/data=!3m6!1e1!3m4!1sEHWR0ZYIAZJomG3n2g9FnQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,68IS20829-DES-AT,68IS20829,0,SANTA ELENA,0,SANTA ELENA,0,,EMPRESA PUBLICA MEDIOS PUBLICOS DE COMUNICACI N DE,DESC,CERRO EL TABLAZO   CERRO EL TABLAZO 1  SANTA ELENA,68IS20829,515144.8203,9755864.917,6,ELE-DESC-6-68IS2,
191,CNEL-Sto. Domingo,DOM,4899,50316879,50316879,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,ZARACAY,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,RIO SALOYA   0 y RIO CUICOCHA,50316879,704141,9972353,6,DOM-DESC-6-50316,No hay imagen
81,E.E. Galapagos,GPS,0,1520328,1520328,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CONSEJO DE GOBIERNO DEL REGIMEN ESP,DESC,FRAGATA 13-  0 y DAPHNE,1520328,540520.5408,9917119.628,6,GPS-DESC-6-15203,
54,CNEL-El Oro,ORO,2314651,1217751,1217751,7,EL ORO,1,MACHALA,1,LA PROVIDENCIA,DIECCION DISTRITAL 07D02 MACHALA,DESC,AV.EDGAR CORDOVA P.   0 y *-Sin Calle Secundaria-*,1217751,617730.335,9639779.524,7,ORO-DESC-7-12177,
72,CNEL-Esmeraldas,ESM,0,35925492-GEN-TA,35925492,8,ESMERALDAS,1,ESMERALDAS,2,5 DE AGOSTO,HOSPITAL NAVAL DE ESMERALDAS,HOS,AV. DEL PACIFICO  ECU 911 VIA LAS PALMAS 1 POR RUTA MASIVA 115,35925492,649863.1183,10109064.2,7,ESM-HOS-7-35925,https://www.google.com/maps/@0.9332164-79.66218510a23.1y149.94h81.59t/data=!3m4!1e1!3m2!1stNO0yl75OJ88UEygsaGj9A!2e0?source=apiv3
26,CNEL-Guayaquil,GYE,576229-4,20533840-ELS-TA,20533840,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,TEL,MZ# 218 SOL# 1-2    1  SAMANES II,20533840,621962.2098,9766482.29,7,GYE-TEL-7-20533,https://www.google.com/maps/@-2.1124226-79.90334393a55.5y33.94h100.48t/data=!3m6!1e1!3m4!1s2DgeeOW3i90u_zk9joRjGw!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,237351-3,23536224-GEN-AM,23536224,0,GUAYAS,0,NOBOL,0,NARCISA DE JESUS (NOBOL),GAD MUNICIPAL DEL CANTON NOBOL,EDF,ADMINISTRACION   . 1  ,23536224,0,0,7,GLR-EDF-7-23536,https://www.google.com/maps/@-1.9110371-80.01096343a51.9y287.58h91.04t/data=!3m6!1e1!3m4!1sPhI4M8oasbYTwhJO1fFCPQ!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,11851,52073385,52073385,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,DIRECCION DISTRITAL 12D01 BABAHOYO,SAL,AVDA ENRIQUE PONCE LUQUE   0 y 8 VEHICULAR,52073385,661804,9799735,7,RIO-SAL-7-52073,https://www.google.com/maps/@-1.8113257-79.54502833a59.1y318.29h85.49t/data=!3m6!1e1!3m4!1srmnj2LV_3y3AWdHzSHEngA!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,311920401-ITR-AM,311920401,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,DESC,PALACIO MUNICIPAL: S   ISTEMA DE 1  ,311920401,515891,9753892,7,ELE-DESC-7-31192,
191,CNEL-Sto. Domingo,DOM,5792,52880769,52880769,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,CHIGUILPE,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,RIO BLANCO   0 y QUITO,52880769,704331.59,9971900.64,7,DOM-DESC-7-52880,
81,E.E. Galapagos,GPS,0,12011119,12011119,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,COORDINACION ZONAL 5 DEL REG.CIVIL,DESC,VIA CONCEJO DE GOBIERNO 00-  0 y OFICINAS CONCEJO,12011119,541960.4117,9916802.161,7,GPS-DESC-7-12011,
54,CNEL-El Oro,ORO,106175,89545189,89545189,7,EL ORO,1,MACHALA,2,MACHALA,DIREC.DISTRITAL 07D02MACHALA-SALUD,SAL,AYACUCHO   0 y AV.BOLIVAR,89545189,615346.7313,9639739.13,8,ORO-SAL-8-89545,
72,CNEL-Esmeraldas,ESM,0,35946834-CON-DP,35946834,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,COMANDO PROVINCIAL DE POLICIA ESMERALDAS N 14,SEG,PROPICIA 2  S/N POLICIA 1 S/N POLICIA,35946834,648574.0579,10103132.16,8,ESM-SEG-8-35946,https://www.google.com/maps/@0.9162669-79.69215323a60y295.12h90t/data=!3m6!1e1!3m4!1slrMyC7YQK0nMPzne0820bQ!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,576154-9,1262049-ELS-TA,1262049,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,DESC,JTO.CASA BRIZ   . 1  ALBORADA V,1262049,622552.4138,9763490.209,8,GYE-DESC-8-12620,https://www.google.com/maps/@-2.1392027-79.89813133a75y107.73h105.5t/data=!3m6!1e1!3m4!1sbvWwvOXYl-ytesGOEmkM7Q!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,489941-5,35946871-GEM-AM,35946871,0,GUAYAS,0,DURÁN,0,ELOY ALFARO (DURAN),FISCALIA DEL GUAYAS,EDF,INDUSTRIAS  DURAN Mz   . 1 SO LAR 02 1  ,35946871,0,0,8,GLR-EDF-8-35946,https://www.google.com/maps/@-2.1667033-79.84838893a89.9y225.66h105.43t/data=!3m6!1e1!3m4!1sGvMmJsCGBw_W0k24C-jHjg!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,44515,52073199,52073199,12,LOS RIOS,1,BABAHOYO,2,DOCTOR CAMILO PONCE,CNT EP,TEL,VICENTE ROCAFUERTE   0 y L JUAN X MARCOS BIDIRECIO,52073199,663189.9618,9800781.277,8,RIO-TEL-8-52073,https://www.google.com/maps/@-1.8021061-79.53284613a59.1y11h98.34t/data=!3m6!1e1!3m4!1sSyZ3lIoQrdknVQj0eTtRsQ!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,2S206219-ELS-AB,2S206219,0,SANTA ELENA,0,SANTA ELENA,0,,COORDINACION ZONAL 5 DEL REGISTRO CIVIL IDENTIFIC,DESC,9 DE OCTUBRE Y JUAN    MONTALVO 1  ,2S206219,515670.0409,9754048.22,8,ELE-DESC-8-2S206,
191,CNEL-Sto. Domingo,DOM,8461,291513,291513,0,SANTO DOMINGO DE LOS TSACHILAS,0,SANTO DOMINGO,0,CHIGUILPE,DIRECCION DISTRITAL 23D01 PARROQUIA,DESC,CALLE C   0 y CALLE A,291513,704309.73,9971168.78,8,DOM-DESC-8-29151,
81,E.E. Galapagos,GPS,0,3816571,3816571,0,GALAPAGOS,0,SANTA CRUZ,0,PUERTO AYORA,CRUZ ROJA CANTONAL SANTA CRUZ,DESC,TOMAS DE BERLANGA 50-  0 y AV BALTRA,3816571,540968.8051,9916335.469,8,GPS-DESC-8-38165,
54,CNEL-El Oro,ORO,100289,7075021,7075021,7,EL ORO,1,MACHALA,2,MACHALA,DIREC.NACIONAL DE SALUD POLICIA NAC,SAL,9 DE MAYO   0 y AV.MANUEL ESTOMBA,7075021,615027.313,9639354.686,9,ORO-SAL-9-70750,
72,CNEL-Esmeraldas,ESM,0,3582880-CON-AM,3582880,8,ESMERALDAS,1,ESMERALDAS,5,SIMONPLATA TORRES,DIRECCION DISTRITAL 08D01 - ESMERALDAS - SALUD,SAL,CALLE F  SL12 CALLE 4 1 M50 UNIDOS SOMOS MAS,3582880,648108.9864,10102829.68,9,ESM-SAL-9-35828,https://www.google.com/maps/@0.9522284-79.65707073a87.2y247.23h105.53t/data=!3m6!1e1!3m4!1s31K5pObPF-fvW_K7tNkkZA!2e0!7i13312!8i6656
26,CNEL-Guayaquil,GYE,574887-9,1208297-ITR-AT,1208297,0,GUAYAS,0,GUAYAQUIL,0,XIMENA,CNT EP,DESC,FEBRES CORDERO  0506 CORONEL 1  .,1208297,623821.5215,9756534.5,9,GYE-DESC-9-12082,https://www.google.com/maps/@-2.2020849-79.88649543a90y175.04h116.34t/data=!3m6!1e1!3m4!1s17lLLUxXgVXTYHY0Wlz6CQ!2e0!7i13312!8i6656
87,CNEL-Guayas LosRios,GLR,1702545-7,12000343-WSI-AT,12000343,0,LOS RIOS,0,QUEVEDO,0,NICOLÁS INFANTE DÍAZ,MINISTERIO DEL INTERIOR,EDF,AV QUITO FRENTE CC P   ASEO SHOPPING 1  ,12000343,670626.5155,9888308.504,9,GLR-EDF-9-12000,https://www.google.com/maps/@-1.0103409-79.4668073a59.6y119.28h93.37t/data=!3m6!1e1!3m4!1sUAprXM1yuQEc9OJ9EWufCg!2e0!7i13312!8i6656
130,CNEL-LosRios,RIO,1461821,52073281,52073281,12,LOS RIOS,1,BABAHOYO,1,CLEMENTE BAQUERIZO,COORDINACION ZONAL 5 Y 8 SERV INTEG,ECU911,*-Sin Calle Principal*-   0 y *-Sin Calle Secundar,52073281,665119.7783,9800003.317,9,RIO-ECU911-9-52073,https://www.google.com/maps/@-1.8091219-79.51563663a40.4y26.77h89.27t/data=!3m6!1e1!3m4!1sL9l5HvGaogukDYXMzoTLKA!2e0!7i13312!8i6656
189,CNEL-Sta. Elena,ELE,,2S23642-GEN-OO,2S23642,0,SANTA ELENA,0,SANTA ELENA,0,,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,DESC,C ROCAFUERTE E/SUCRE    Y MANABI 1  ,2S23642,515943.4281,9754042.496,9,ELE-DESC-9-2S236,
